record_id,plant_type,habitat,season,air_humidity_pct,soil_humidity_pct,ethylene_ppm,co2_ppm,o2_ppm,ldr_on_plant,leaf_color_index,temperature_c,health_score,health_class
php_00496,tomato,garden,monsoon,72.5,65.8,2.23,1207,20.55,608,24.5,20.7,53,high_stress
php_00497,rose,greenhouse,spring,43.3,87.3,0.055,987.9,19.04,61,50.9,27.1,46,high_stress
php_00498,tomato,greenhouse,summer,76.1,41.2,0.562,662.2,20.44,602,20.7,37.3,58,moderate_stress
php_00499,lettuce,hydroponic,summer,65.9,75.4,1.632,767.4,18.39,222,74.2,37.6,43,high_stress
php_00500,rose,garden,autumn,38,18.4,0.029,544.2,19.81,852,26.5,29.2,50,high_stress
php_00501,mint,indoor,monsoon,90.8,32.8,0.719,1176.8,19.18,427,74.4,35.7,39,high_stress
php_00502,pothos,shade_house,spring,46,76.3,0.091,501,18.74,143,87.8,12.5,67,moderate_stress
php_00503,lettuce,hydroponic,autumn,60.8,77.3,0.675,897.8,18.45,75,31.1,26.2,47,high_stress
php_00504,aloe_vera,indoor,spring,92.6,42.5,0.61,803.3,19.02,265,77.9,33.9,65,moderate_stress
php_00505,rose,greenhouse,autumn,54.5,76.3,1.733,1217.8,19.96,819,42.1,37.7,39,high_stress
php_00506,pothos,shade_house,winter,38.1,64.7,0.768,861.6,21,739,90.3,17,86,healthy
php_00507,mint,garden,spring,61.1,25.6,1.248,780.6,20.44,450,78.5,10.6,63,moderate_stress
php_00508,basil,greenhouse,autumn,60.3,18.9,1.897,791.4,20.65,303,76.6,36.4,40,high_stress
php_00509,lettuce,hydroponic,winter,36.7,85.4,0.351,745.6,19.12,500,25.7,23.9,62,moderate_stress
php_00510,aloe_vera,arid_garden,winter,74,49.6,1.708,506.1,20.14,200,89.9,33.3,68,moderate_stress
php_00511,aloe_vera,arid_garden,winter,32,26.3,2.013,1033.8,20.92,744,88.6,22.3,83,healthy
php_00512,lettuce,hydroponic,monsoon,51.4,29.1,2.438,936.8,18.62,330,92,18.3,48,high_stress
php_00513,mint,garden,monsoon,50.1,54.7,0.51,542,20.03,476,42.2,32,81,healthy
php_00514,rose,garden,winter,71.4,67,0.388,940,19.88,177,47.1,15.5,82,healthy
php_00515,mint,greenhouse,summer,45.2,64,2.299,403.9,19.95,579,46.8,26.4,74,moderate_stress
php_00516,lettuce,hydroponic,autumn,27.2,21.3,1.88,932.4,20.36,542,59.5,14.6,58,moderate_stress
php_00517,pothos,shade_house,summer,64.7,19,0.796,1098.7,20.8,455,68.7,10.3,58,moderate_stress
php_00518,lettuce,greenhouse,autumn,29.5,58.5,0.614,374,20.45,135,76.4,22.9,78,moderate_stress
php_00519,rose,garden,winter,50,78.9,0.067,768.2,20.01,725,65.7,24.9,91,healthy
php_00520,pothos,shade_house,summer,53.9,52,1.433,1057.5,19.46,903,36.2,36.9,39,high_stress
php_00521,snake_plant,indoor,monsoon,55.5,48.3,2.415,1179.7,19.8,771,57.3,10.6,51,high_stress
php_00522,basil,garden,winter,76.4,29.9,0.494,566.7,20.85,275,61,22.6,81,healthy
php_00523,basil,indoor,spring,58.7,43.7,2.385,1097.9,18.42,70,80.5,10.1,36,high_stress
php_00524,mint,indoor,autumn,74.5,34.5,1.842,740.8,20.96,96,55.3,26.2,64,moderate_stress
php_00525,mint,greenhouse,monsoon,49.7,78.1,2.163,983.6,21.29,334,30,21.1,59,moderate_stress
php_00526,pothos,indoor,monsoon,33.4,46.8,0.401,787.3,21.18,478,68,22.9,100,healthy
php_00527,pothos,indoor,summer,56.5,40.3,0.893,620,19.49,512,24,37.3,49,high_stress
php_00528,mint,greenhouse,spring,93.9,61.9,1.354,802.4,20.52,423,61.3,16.3,84,healthy
php_00529,pothos,shade_house,winter,36.5,68.8,0.392,706.6,21.12,542,94.3,10.1,69,moderate_stress
php_00530,snake_plant,indoor,autumn,83.8,64.7,0.947,977.9,18.23,239,43.1,26.4,47,high_stress
php_00531,mint,greenhouse,autumn,48.4,8.8,2.273,1060.3,20.28,946,81.8,28.2,31,high_stress
php_00532,pothos,shade_house,monsoon,88.6,74,1.187,1096.8,19.96,794,85.2,27.1,60,moderate_stress
php_00533,basil,garden,summer,83.2,82.7,1.478,944.5,18.96,253,57.4,28.5,56,moderate_stress
php_00534,pothos,indoor,winter,60.9,88.2,0.949,1235.8,21.02,597,66.2,13.2,47,high_stress
php_00535,aloe_vera,indoor,winter,37.9,70.4,1.215,605.4,19.5,178,66.8,24,46,high_stress
php_00536,basil,garden,monsoon,54.1,16,0.998,915.1,19.55,635,99.3,17,62,moderate_stress
php_00537,rose,greenhouse,summer,37.9,32,1.795,335.6,20.52,688,81.7,13.3,77,moderate_stress
php_00538,tomato,garden,spring,47.7,83.9,0.399,376.4,20.01,94,45.6,13.7,55,moderate_stress
php_00539,lettuce,hydroponic,spring,74.3,30.4,0.89,745.6,19.72,837,74.7,18.1,69,moderate_stress
php_00540,snake_plant,shade_house,winter,52.1,79.6,1.854,1227.7,20.33,820,32,16.9,23,high_stress
php_00541,pothos,indoor,autumn,59.5,84.9,0.179,562.7,20.06,406,59.8,10.7,67,moderate_stress
php_00542,mint,indoor,autumn,79.6,57.3,0.93,935.7,19.11,679,53.9,32.3,70,moderate_stress
php_00543,rose,garden,summer,93.4,28.4,0.917,1157.2,19.8,373,98.4,30.2,59,moderate_stress
php_00544,snake_plant,indoor,spring,51.3,41.9,1.7,486.4,19.74,630,23.4,22.7,53,high_stress
php_00545,mint,greenhouse,spring,44.8,85.5,0.898,1236.3,19.13,203,29.2,9.1,36,high_stress
php_00546,aloe_vera,indoor,autumn,53,47.5,1.29,372.3,21.44,688,22.1,30,61,moderate_stress
php_00547,basil,indoor,monsoon,33.6,42.3,0.331,1025.2,20.44,927,43.8,28.3,80,healthy
php_00548,tomato,greenhouse,autumn,43.4,79.7,0.827,547.6,20.52,669,39.5,8.8,52,high_stress
php_00549,rose,garden,winter,89.4,40.9,1.62,1216.3,18.94,74,27.5,12.2,30,high_stress
php_00550,snake_plant,shade_house,monsoon,49.7,40.4,0.303,670.5,18.36,744,75.3,27.6,74,moderate_stress
php_00551,tomato,garden,autumn,90.6,46.1,0.551,365.4,19.81,332,64.3,32.6,84,healthy
php_00552,snake_plant,shade_house,summer,91.1,27.4,2.338,633.9,19.76,818,48,30.9,49,high_stress
php_00553,pothos,indoor,summer,52.4,34.6,1.384,855.3,19.35,142,27.6,22.4,62,moderate_stress
php_00554,mint,indoor,summer,38.6,45.1,2.347,462.3,18.22,713,67.4,29.2,52,high_stress
php_00555,mint,garden,spring,74.7,87.4,0.852,427.3,19.19,988,95.6,8.4,58,moderate_stress
php_00556,mint,greenhouse,autumn,30,26.9,0.123,497.4,21.1,170,32.8,29.5,43,high_stress
php_00557,lettuce,hydroponic,monsoon,86.7,56.6,1.067,560.3,21.12,599,32.1,23.5,77,moderate_stress
php_00558,pothos,shade_house,spring,61.8,89.2,0.316,950.4,18.85,639,75.9,34.8,39,high_stress
php_00559,rose,greenhouse,autumn,79.3,36.2,1.331,416.5,18.58,861,31.3,28.9,60,moderate_stress
php_00560,basil,indoor,monsoon,68.3,31,1.824,821.9,20.44,942,89,22.8,76,moderate_stress
php_00561,pothos,indoor,autumn,65.4,80.8,1.353,1195.9,18.28,647,89,24.3,49,high_stress
php_00562,basil,garden,autumn,74.2,49.4,1.09,790.1,19.75,677,97.5,23.9,92,healthy
php_00563,rose,greenhouse,spring,45.2,71.5,0.876,657.1,18.98,374,57.5,19,76,moderate_stress
php_00564,pothos,shade_house,spring,75.2,44.2,1.804,865.1,21.47,468,38.2,29.6,62,moderate_stress
php_00565,pothos,shade_house,autumn,43.6,59.7,0.702,806.4,20.22,423,66.3,11.3,87,healthy
php_00566,tomato,garden,winter,60.9,56.6,1.007,1092.3,21.1,41,62.3,28.3,76,moderate_stress
php_00567,rose,garden,summer,84.3,20.5,0.135,1154.2,21.38,358,27.6,37.8,30,high_stress
php_00568,rose,greenhouse,spring,42.3,35.5,1.613,701.7,21.39,77,83.3,22.9,70,moderate_stress
php_00569,tomato,greenhouse,spring,29.3,83.4,0.818,538.5,20.92,941,66.9,22,77,moderate_stress
php_00570,pothos,shade_house,winter,83.7,80.7,1.326,1226,19.36,914,89.7,25.4,41,high_stress
php_00571,pothos,shade_house,autumn,43.9,9.2,1.987,1076.5,19.13,997,38,22,21,high_stress
php_00572,rose,garden,summer,62.3,15.2,0.465,705.4,19.83,60,23.4,32.8,30,high_stress
php_00573,aloe_vera,indoor,spring,31.2,46.1,2.12,443.5,21.06,51,44,8.1,33,high_stress
php_00574,pothos,indoor,autumn,53.5,89.3,1.202,1060.4,19.51,442,22.5,11.1,21,high_stress
php_00575,snake_plant,shade_house,autumn,37,47.6,2.006,998.9,19.95,774,42.5,9.1,46,high_stress
php_00576,basil,greenhouse,monsoon,30.8,30,0.698,1031.6,21.05,605,69.1,9.5,60,moderate_stress
php_00577,tomato,garden,summer,37.2,51.5,1.706,800.2,20.35,327,55.9,28.6,75,moderate_stress
php_00578,snake_plant,indoor,spring,52.7,42.7,0.65,447.6,20.77,599,82.5,13.4,82,healthy
php_00579,rose,garden,autumn,75.8,24.1,1.434,544.5,18.6,380,27.3,30.3,33,high_stress
php_00580,mint,greenhouse,spring,39.6,75.7,0.746,1099.8,19.79,742,57.2,16.8,88,healthy
php_00581,rose,greenhouse,spring,61.3,79.4,1.329,677,19.83,65,40.7,22.8,53,high_stress
php_00582,mint,garden,autumn,38.5,52.9,1.017,545.3,18.86,185,85.5,14.8,78,moderate_stress
php_00583,tomato,garden,monsoon,50.5,28.9,0.149,627.8,18.85,664,26.4,33.8,46,high_stress
php_00584,mint,indoor,winter,78.3,10.1,0.609,916.5,19.97,266,25.9,34.6,21,high_stress
php_00585,lettuce,hydroponic,monsoon,53.9,62.4,0.359,1095,20.83,172,71.8,33.5,68,moderate_stress
php_00586,tomato,greenhouse,spring,28,50.4,0.448,539.1,18.24,719,95.8,26.2,80,healthy
php_00587,rose,greenhouse,autumn,52.2,20.5,2.132,1096.7,19.31,590,56.4,17.8,52,high_stress
php_00588,pothos,indoor,autumn,82.3,39.9,2.321,556.9,20.49,668,69.7,32.7,60,moderate_stress
php_00589,aloe_vera,arid_garden,spring,86.3,45.1,1.254,829.6,20.62,133,52.7,10.2,55,moderate_stress
php_00590,rose,greenhouse,monsoon,76.5,24.9,1.857,804.8,21.07,421,41.9,9.5,51,high_stress
php_00591,aloe_vera,indoor,winter,75.6,66.8,0.936,1135.2,18.98,149,51.4,13.8,34,high_stress
php_00592,lettuce,greenhouse,winter,49.1,59.8,0.418,568.4,20.8,107,34.5,13.5,80,healthy
php_00593,pothos,indoor,winter,54,14.9,0.031,493.8,21.32,927,51.9,32.1,61,moderate_stress
php_00594,snake_plant,shade_house,winter,49,20.3,0.894,551.6,19.7,106,50.7,10.9,75,moderate_stress
php_00595,rose,garden,autumn,66.4,11.9,0.157,585.8,19.51,299,37.9,9.6,44,high_stress
php_00596,snake_plant,indoor,winter,85.6,56.7,2.407,532,19.87,302,92.3,25.2,59,moderate_stress
php_00597,rose,greenhouse,autumn,68.4,60.7,1.731,1100.4,18.91,993,77.9,21.4,69,moderate_stress
php_00598,rose,garden,monsoon,82.1,47.8,1.416,983.6,18.64,144,63.2,24,68,moderate_stress
php_00599,basil,greenhouse,spring,37.9,44.8,1.401,352.1,20.89,917,70.3,22.4,86,healthy
php_00600,rose,garden,spring,41.7,23.4,1.734,386,18.43,507,36.8,25.2,40,high_stress
php_00601,snake_plant,shade_house,summer,90.8,40,0.891,784.4,18.77,141,94.4,26,74,moderate_stress
php_00602,rose,garden,monsoon,78.6,80.3,0.952,1103.1,20.37,399,89.3,33,59,moderate_stress
php_00603,tomato,greenhouse,autumn,49.1,38.5,2.252,961.2,20.39,737,85.5,22,74,moderate_stress
php_00604,tomato,garden,autumn,40.6,35.1,0.757,827.4,21.29,434,97.6,12.8,69,moderate_stress
php_00605,tomato,greenhouse,monsoon,48.4,65.6,2.012,725.7,21.37,481,35.2,23.4,63,moderate_stress
php_00606,rose,greenhouse,spring,31.8,47.7,1.176,872.9,21.01,164,62.5,25.7,70,moderate_stress
php_00607,mint,greenhouse,winter,45.5,36.9,1.743,1126.4,21.45,265,77.7,33.7,48,high_stress
php_00608,rose,garden,spring,43.4,79.9,1.207,955.1,19.76,185,76,12.4,60,moderate_stress
php_00609,tomato,greenhouse,summer,89.2,8.6,0.025,951.5,21.3,405,59.1,22.8,57,moderate_stress
php_00610,lettuce,greenhouse,summer,72.1,77.6,0.873,698.6,19.19,88,95.2,36.6,53,high_stress
php_00611,mint,indoor,summer,44.1,85.5,0.822,909.5,19.46,729,34,32,52,high_stress
php_00612,mint,garden,winter,34.5,54.5,2.165,512.1,20.33,195,79.5,27.2,80,healthy
php_00613,rose,garden,summer,76.9,67.1,0.763,738.7,19.44,483,85,19.3,83,healthy
php_00614,rose,greenhouse,summer,32.2,80.1,1.409,911.2,18.31,127,93.8,10.5,35,high_stress
php_00615,mint,indoor,autumn,43.5,62.4,0.324,1203.1,20.49,37,28.9,13.1,60,moderate_stress
php_00616,tomato,greenhouse,winter,68.7,86.4,0.524,1208.1,20.57,172,56.7,21.4,72,moderate_stress
php_00617,rose,garden,winter,52.9,23.3,1.428,856.5,18.56,418,46.9,36.1,36,high_stress
php_00618,rose,greenhouse,autumn,46.1,70.9,2.199,1249.7,18.91,472,93.3,24.6,50,high_stress
php_00619,basil,greenhouse,winter,70.5,83,1.437,453.7,20.5,668,79.7,8.2,60,moderate_stress
php_00620,mint,indoor,monsoon,43.2,37,1.463,682.1,21.26,32,53,24.1,66,moderate_stress
php_00621,pothos,indoor,summer,76.2,58.3,1.062,1209.2,19.07,976,68.7,18.4,56,moderate_stress
php_00622,lettuce,greenhouse,winter,44.6,83.9,1.176,343.6,20.93,500,32.6,32.9,47,high_stress
php_00623,lettuce,hydroponic,autumn,90.2,85.2,1.172,583.7,20.77,664,81,36.9,49,high_stress
php_00624,tomato,greenhouse,autumn,89.6,70.5,1.413,1184.6,18.8,830,64.6,22,72,moderate_stress
php_00625,basil,greenhouse,summer,64.3,8.9,1.013,1238,21.24,941,79.8,25.8,57,moderate_stress
php_00626,snake_plant,shade_house,winter,78.9,84.4,0.261,715.2,19.4,692,89.6,28.3,49,high_stress
php_00627,tomato,garden,monsoon,53.4,70,0.331,954,20.31,527,60.1,29.9,91,healthy
php_00628,tomato,greenhouse,summer,69.7,74.9,1.024,780.3,20.6,721,54.5,32.6,88,healthy
php_00629,mint,indoor,monsoon,47.2,18.4,0.404,1244.1,20.89,31,69.2,36.1,43,high_stress
php_00630,rose,greenhouse,autumn,91.7,45.5,0.828,902.2,19.91,589,55.7,26.2,88,healthy
php_00631,aloe_vera,arid_garden,winter,81.4,14.4,1.477,606.8,21.39,173,31.9,22.6,66,moderate_stress
php_00632,lettuce,hydroponic,spring,36.5,66.3,0.638,1110.7,21.07,863,46.7,27.4,74,moderate_stress
php_00633,mint,indoor,autumn,77.3,39.8,1.605,951.1,18.25,825,21.2,17.8,28,high_stress
php_00634,snake_plant,shade_house,spring,34.1,25.5,1.678,460.5,21.04,713,71.3,17.5,81,healthy
php_00635,tomato,garden,winter,31.3,30.4,1.901,507.5,18.63,855,93.8,17.8,59,moderate_stress
php_00636,aloe_vera,indoor,winter,75,20.7,0.757,436.4,20.26,384,61.6,35.3,90,healthy
php_00637,lettuce,hydroponic,autumn,69.6,76.3,0.696,827.2,20.23,758,90.3,33.8,78,moderate_stress
php_00638,snake_plant,indoor,winter,50.6,80.4,2.003,366.1,19.97,520,80.8,11.9,37,high_stress
php_00639,aloe_vera,indoor,autumn,25.7,31.7,1.594,1187.9,21.08,142,40.9,28.9,59,moderate_stress
php_00640,snake_plant,indoor,monsoon,73.5,32.2,0.006,479.7,19.63,294,51.1,34.9,81,healthy
php_00641,mint,indoor,spring,55.9,12.4,0.443,648,19.59,989,55.9,14,53,high_stress
php_00642,snake_plant,shade_house,summer,43.8,13.1,1.859,658,21.33,327,87.1,20.9,77,moderate_stress
php_00643,tomato,greenhouse,summer,86.8,56.9,1.21,388,21.45,787,20.8,33.3,53,high_stress
php_00644,rose,garden,winter,47,61.8,0.611,387.1,20.97,446,73.2,28.6,92,healthy
php_00645,snake_plant,indoor,summer,25.8,18.9,0.76,819,20.3,388,57.4,9,76,moderate_stress
php_00646,rose,garden,autumn,66.8,23.9,0.13,840.9,19.67,250,87.1,10.6,70,moderate_stress
php_00647,tomato,greenhouse,monsoon,45.2,18,0.042,819.2,18.22,740,68.7,15.4,53,high_stress
php_00648,tomato,garden,monsoon,46.7,14.9,1.361,811.6,18.76,464,67.4,24.9,51,high_stress
php_00649,snake_plant,shade_house,autumn,42.5,55.2,1.682,937.8,20.03,438,49.6,22.6,69,moderate_stress
php_00650,rose,greenhouse,autumn,25.5,49.6,0.001,1207.1,18.25,150,86.6,35.5,44,high_stress
php_00651,basil,indoor,summer,70.8,23.3,1.484,446.2,21.18,34,42.4,9.3,26,high_stress
php_00652,basil,greenhouse,summer,69.5,63.7,0.577,635.7,18.97,674,29.4,22.3,66,moderate_stress
php_00653,snake_plant,indoor,summer,83.8,29,1.332,1117,18.99,204,57.1,25.4,67,moderate_stress
php_00654,rose,greenhouse,summer,71.4,86.3,1.926,479.4,21.38,557,35.2,11.1,44,high_stress
php_00655,aloe_vera,arid_garden,spring,30,44.8,1.004,1169.9,20.73,723,37.1,22.8,61,moderate_stress
php_00656,mint,indoor,summer,36.3,67.9,1.585,1053.4,18.21,60,26.3,21.8,39,high_stress
php_00657,lettuce,greenhouse,winter,89.2,36.5,1.39,546.3,18.94,245,29.6,27.6,32,high_stress
php_00658,rose,garden,monsoon,27.4,20.6,1.592,813.7,20.17,627,81.1,27.1,71,moderate_stress
php_00659,basil,indoor,spring,85.3,76.2,1.612,949.8,19.79,864,80.8,19.7,72,moderate_stress
php_00660,basil,greenhouse,summer,46.4,62.2,0.682,452.7,19.21,167,51.5,10.1,52,high_stress
php_00661,mint,garden,autumn,76.4,29.4,0.061,655.5,18.8,569,96.9,32.6,58,moderate_stress
php_00662,mint,greenhouse,monsoon,56.8,33.8,0.396,841.2,21.28,63,26.5,30.8,51,high_stress
php_00663,rose,garden,monsoon,52.5,46.7,1.828,646.2,19.66,413,69.1,23.2,79,moderate_stress
php_00664,mint,indoor,summer,80.2,86.6,0.102,338.7,19.88,82,39.8,33.1,52,high_stress
php_00665,aloe_vera,arid_garden,monsoon,50.9,56.3,0.047,916.4,20.28,567,24.1,19.5,57,moderate_stress
php_00666,basil,indoor,monsoon,89.7,23.3,0.907,671,19.39,47,62.6,20,55,moderate_stress
php_00667,basil,garden,winter,69.5,61.1,1.149,743.2,18.88,165,100,9.2,52,high_stress
php_00668,tomato,greenhouse,autumn,46.3,17.7,0.991,1135.4,18.88,336,42.2,28.9,35,high_stress
php_00669,aloe_vera,arid_garden,winter,53.2,10.7,1.512,1085.7,20.21,935,26.1,16.6,60,moderate_stress
php_00670,mint,garden,monsoon,77,89.5,2.338,452.8,19.34,199,64.2,26,64,moderate_stress
php_00671,snake_plant,shade_house,autumn,91.4,67.2,0.524,830.9,18.9,707,89.1,9.3,42,high_stress
php_00672,aloe_vera,indoor,autumn,36.4,55.2,1.372,748.4,21.18,862,81.1,20.4,80,healthy
php_00673,tomato,garden,monsoon,68.3,36.7,0.051,687.6,19.4,642,63,24.5,89,healthy
php_00674,lettuce,hydroponic,autumn,38.4,38.2,1.011,778.9,18.58,500,84.9,37.1,37,high_stress
php_00675,rose,garden,summer,76,14.5,0.314,927.9,19.69,362,24.7,33.9,37,high_stress
php_00676,lettuce,hydroponic,spring,27,61,1.613,487.7,20.55,931,85.3,9.4,72,moderate_stress
php_00677,basil,garden,spring,73.2,31.4,2.162,335.8,18.37,829,94.8,29.2,61,moderate_stress
php_00678,snake_plant,shade_house,winter,40.4,32.2,0.834,1247.3,19.31,237,52.3,11.3,67,moderate_stress
php_00679,pothos,shade_house,spring,31.4,12.8,0.767,963.8,18.7,97,62.6,25.4,64,moderate_stress
php_00680,aloe_vera,arid_garden,spring,65.8,46.1,2.396,869.8,18.32,81,64.7,18.7,52,high_stress
php_00681,aloe_vera,indoor,autumn,84.5,49.8,0.711,1216.5,19.54,783,96.9,15.1,60,moderate_stress
php_00682,pothos,indoor,winter,36.9,11.3,1.258,864,20.89,924,22.7,9.8,15,high_stress
php_00683,pothos,shade_house,autumn,63.3,81.6,2.487,1182,19.79,481,61.2,21,54,high_stress
php_00684,tomato,greenhouse,monsoon,42.2,83.3,0.19,1100.6,19.03,43,45.9,15.9,42,high_stress
php_00685,lettuce,hydroponic,monsoon,67.5,53.9,0.404,890.7,19.65,849,74.6,8.3,86,healthy
php_00686,basil,garden,spring,54.8,16.1,0.258,1205.2,18.78,275,36.3,30,35,high_stress
php_00687,lettuce,greenhouse,monsoon,77.5,62.6,1.898,701.7,18.92,628,76.5,16.4,75,moderate_stress
php_00688,snake_plant,shade_house,spring,80.4,56.2,0.214,397.5,19.53,707,86.4,16.4,70,moderate_stress
php_00689,pothos,indoor,monsoon,52.7,71.4,0.751,1056.6,18.62,385,78.1,29.8,67,moderate_stress
php_00690,mint,indoor,summer,34,17.9,2.291,380,20.02,90,52,18.4,39,high_stress
php_00691,mint,garden,autumn,34.3,24.7,1.716,680.8,19.69,124,57.1,8.6,36,high_stress
php_00692,tomato,garden,winter,34.5,64.1,1.908,1152.2,21.13,60,50.3,36.3,46,high_stress
php_00693,aloe_vera,indoor,monsoon,45.5,26.6,1.543,592.2,18.5,678,58.1,18.3,77,moderate_stress
php_00694,aloe_vera,indoor,summer,82.5,78.6,1.273,793.3,19.1,236,42.8,34,28,high_stress
php_00695,mint,greenhouse,summer,65,12.8,1.419,1038.1,19.07,947,98.9,8.8,26,high_stress
php_00696,lettuce,hydroponic,summer,88,88.8,1.903,1052.8,18.67,79,23.1,15.8,26,high_stress
php_00697,pothos,indoor,autumn,73.5,63.3,0.81,558,19.16,908,40,23.4,59,moderate_stress
php_00698,aloe_vera,indoor,summer,40,16.8,1.042,347.5,20.04,568,90.2,21.4,94,healthy
php_00699,lettuce,hydroponic,monsoon,36.1,42.9,0.211,856.1,19.57,459,60.8,26,80,healthy
php_00700,aloe_vera,arid_garden,summer,42.4,71.4,1.989,847,19.28,717,86.3,12,31,high_stress
php_00701,aloe_vera,indoor,autumn,26.7,47.7,0.299,919.1,20.54,76,59.5,9.1,58,moderate_stress
php_00702,snake_plant,indoor,winter,78.2,58.9,0.831,1125.7,18.81,868,79.7,33.8,44,high_stress
php_00703,basil,indoor,autumn,80.2,14.7,2.497,623.4,18.31,276,59,19.8,34,high_stress
php_00704,tomato,greenhouse,summer,54.4,71.5,2.082,1063.8,18.28,826,93,32.5,64,moderate_stress
php_00705,lettuce,hydroponic,monsoon,50.3,55.2,0.939,948,18.36,909,97.3,16.5,73,moderate_stress
php_00706,mint,indoor,winter,57.6,14,0.732,593.9,18.87,786,35.7,36.2,24,high_stress
php_00707,tomato,greenhouse,summer,91,34.4,0.847,796.9,19.21,251,82.5,33.6,55,moderate_stress
php_00708,aloe_vera,arid_garden,spring,62.5,15.6,0.696,576.6,21.22,89,82.5,18.1,91,healthy
php_00709,lettuce,greenhouse,autumn,39.9,37.4,0.808,547,19.51,867,94,27.1,68,moderate_stress
php_00710,mint,garden,spring,58.2,89.1,2.172,1203.3,20.19,764,56.3,8.5,55,moderate_stress
php_00711,tomato,greenhouse,winter,46.8,82.1,1.465,364.9,18.72,395,87.5,27.9,64,moderate_stress
php_00712,rose,garden,winter,41.3,20.4,0.408,685.5,19.75,938,55.6,36.1,55,moderate_stress
php_00713,lettuce,hydroponic,spring,34.1,62.7,0.605,650.6,21.31,1010,45.7,35.9,51,high_stress
php_00714,lettuce,greenhouse,autumn,81.9,63.3,0.872,673.3,18.23,987,88.4,18.7,72,moderate_stress
php_00715,aloe_vera,indoor,autumn,58.3,88,2.161,928.9,21.34,821,93.3,12.9,27,high_stress
php_00716,tomato,greenhouse,monsoon,49.2,59.5,0.829,919.6,20.3,550,69.3,23.3,89,healthy
php_00717,mint,greenhouse,autumn,54.9,65.7,1.617,868.3,20.31,980,98.1,34.6,63,moderate_stress
php_00718,aloe_vera,indoor,spring,31,21.1,2.325,673.6,19.4,327,22.9,25.7,42,high_stress
php_00719,aloe_vera,indoor,winter,70.6,9.9,0.317,666.8,18.73,682,36.2,32.5,72,moderate_stress
php_00720,mint,indoor,summer,68.4,40.1,1.575,359.9,19.96,715,91.8,9.3,62,moderate_stress
php_00721,pothos,indoor,monsoon,85.9,87.4,1.188,806.6,21.19,917,82.4,24.7,44,high_stress
php_00722,lettuce,hydroponic,autumn,31.6,19.4,2.26,786.9,20.26,251,29.3,13.2,24,high_stress
php_00723,basil,garden,summer,48.8,73.7,0.857,1174.8,18.44,97,25.6,26.5,37,high_stress
php_00724,rose,garden,winter,52.9,44.2,0.23,801.4,18.61,825,97.8,9.7,80,healthy
php_00725,aloe_vera,indoor,winter,51.1,24.6,0.688,472.3,19.24,410,89.6,30.3,87,healthy
php_00726,mint,indoor,spring,66.9,82.1,2.11,751.3,19.65,788,91.2,31.8,66,moderate_stress
php_00727,lettuce,hydroponic,monsoon,25.6,30.1,1.714,510.2,19.72,93,38.2,24.3,37,high_stress
php_00728,mint,indoor,spring,44.4,77.4,0.319,715.8,21.21,786,83.3,8.9,82,healthy
php_00729,rose,greenhouse,spring,69.1,34.6,0.982,673.9,19.09,414,85.8,21.7,73,moderate_stress
php_00730,aloe_vera,indoor,spring,93.8,30.9,1.985,862.8,21,466,20.7,32.9,48,high_stress
php_00731,pothos,shade_house,summer,79.4,52.1,1.801,954,19.12,550,93.2,38,45,high_stress
php_00732,basil,greenhouse,summer,82.1,63.4,1.777,1174.1,20.31,960,80.7,33.3,70,moderate_stress
php_00733,aloe_vera,arid_garden,monsoon,86.6,38,0.398,665.3,20.5,218,87.4,18.5,89,healthy
php_00734,pothos,indoor,spring,90.3,54.5,1.135,537.8,21.33,225,34.1,31.5,65,moderate_stress
php_00735,basil,greenhouse,autumn,37,73.3,1.479,1133.1,19.37,145,27.7,15.1,28,high_stress
php_00736,basil,indoor,autumn,43,85.6,1.414,728.8,21.33,117,93.6,14.7,52,high_stress
php_00737,basil,indoor,spring,63.9,41.7,0.196,387.2,20.65,355,95.6,12.2,88,healthy
php_00738,basil,garden,autumn,33.9,47.4,0.924,555.8,20.22,371,46.2,29.4,79,moderate_stress
php_00739,aloe_vera,arid_garden,monsoon,73,29,0.524,1022.9,18.43,260,71,32.2,75,moderate_stress
php_00740,aloe_vera,arid_garden,winter,34.1,53.1,0.888,416.8,18.51,334,31.9,13.4,41,high_stress
php_00741,basil,indoor,summer,91.2,51.6,0.038,870.3,19.66,555,31.9,10,49,high_stress
php_00742,tomato,greenhouse,summer,87.2,14.5,0.296,701.5,18.68,518,85.9,28.3,61,moderate_stress
php_00743,snake_plant,shade_house,winter,67.3,15.1,1.099,510.1,18.36,946,60.3,37.6,44,high_stress
php_00744,basil,garden,monsoon,26.5,24.4,2.172,481.5,20.23,980,47,20.7,52,high_stress
php_00745,pothos,shade_house,autumn,91.2,67.8,0.953,957.8,19.62,678,72.7,17.3,69,moderate_stress
php_00746,mint,garden,winter,93.1,66.3,1.244,1087.7,21.49,517,70.6,13,80,healthy
php_00747,rose,greenhouse,monsoon,66.1,36.9,0.721,714.8,20.97,862,95.3,14.9,91,healthy
php_00748,snake_plant,shade_house,autumn,40.2,37.7,0.522,775.6,18.32,636,66.5,33,76,moderate_stress
php_00749,snake_plant,shade_house,spring,73.5,79.2,0.811,467.4,20.2,652,24.6,21.5,33,high_stress
php_00750,mint,garden,monsoon,36.2,85.4,1.78,717.5,19.61,397,61.8,24.3,73,moderate_stress
